ID,V_Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,Label
151250,95120,1.79281878,0.306976435,-2.258176499,1.654539684,1.052755781,-0.571174847,0.652106456,-0.331920871,1.085390412,-0.626484676,2.226788704,-1.561683733,1.740926518,0.582308868,-1.797875912,-0.106706165,1.476749847,0.753587527,-0.401226119,-0.027619445,-0.069084259,0.00772447,-0.081993842,0.5240098,0.401590422,-0.608060193,-0.037700576,-0.018055818,0.139783576,-0.525307501,0
82208,59304,1.513708596,-1.119438673,0.297268419,-1.34616124,-1.020402756,0.327481045,-1.13577785,-0.003608261,-1.425785229,1.208782399,-1.290461499,-0.272219148,1.492638526,-0.98144577,-0.603361073,-1.078184095,0.901485438,-0.582493788,0.114601722,-0.320131575,-0.253904519,-0.077694728,-0.118699729,-0.730878298,0.616639137,-0.028726334,0.05874434,0.010272998,0.011132379,-1.110564516,0
31736,36499,-1.905229077,1.580029673,0.732569909,-1.533319804,-0.317618296,-0.282587057,-0.080428106,-0.377135137,5.44E-05,-0.032483099,1.190007368,0.552776721,-0.805143671,0.559094406,0.003406547,0.4365997,-0.36525471,-0.286327536,-0.730698607,-0.389203483,0.94399708,-0.197181693,0.131679603,0.018137053,-0.439025133,0.692340229,-0.666456953,0.095935069,0.000676835,-2.369023479,0
20847,31314,-0.893493617,0.210443252,1.936836129,-0.065778658,-1.019439339,2.16170961,0.128289824,0.440657089,-0.851546677,0.309906213,0.240817407,0.334901922,0.503994603,-0.51139835,1.214191901,-2.668317093,1.10033118,-0.533889155,-2.690302644,-0.8191557,-0.156718195,0.44377333,0.239494112,-0.658892688,-1.004598765,-0.438848455,0.041565059,0.095939804,0.195678097,0.306725896,0
4202,3755,1.38378636,-0.687782142,-0.939715864,-1.615974199,1.451310384,3.274159582,-1.174189334,0.693144945,0.353470404,0.277246325,1.026284662,-3.165163393,1.870598487,1.399759818,0.251713702,1.523110078,0.45840916,-0.854965289,0.755439037,0.247671608,-0.278999267,-0.891549949,0.082971107,0.937707389,0.357500525,-0.521442269,-0.026737771,0.008821593,0.060020666,-2.978183715,0
223852,143554,-3.373114437,3.71811238,-2.172910875,-1.98071664,0.532985398,-1.717632649,1.676346391,-0.412913076,2.822254441,4.561884242,-0.27005226,-0.539588516,-1.332985618,-0.434332294,0.254089894,-1.213616118,-0.457399436,-0.703748313,-0.775678334,1.931967878,-0.29150226,0.637858736,-0.0195999,1.039522346,0.339550059,0.026507572,1.342550414,0.449589931,0.00020792,-1.684446548,0
40339,40202,-0.878266704,0.897605841,0.385507513,0.587640559,0.747006359,1.244233259,0.690275961,0.266206686,-0.37907688,0.604515225,-0.195269659,-0.364683569,-0.442621103,0.424740119,1.053129933,0.096153378,-0.710706519,0.887860541,1.174052063,0.200676286,0.048226141,0.430045892,-0.312426104,-1.714908689,0.028875383,-0.074615622,0.466519868,0.264748242,0.125934871,0.974291876,0
130128,79295,1.117654663,-0.188222414,0.805970413,0.083547253,-0.903603998,-0.645508252,-0.343727752,-0.057318543,0.065521026,-0.016662188,1.706067786,1.292658007,0.759064099,0.107035253,0.521109951,0.631120863,-0.650296598,0.220678879,-0.006637798,0.070786219,0.183978566,0.454578381,-0.049390877,0.650447096,0.191773719,1.052116585,-0.061882572,0.022442879,0.059577281,1.906097165,0
205047,135574,1.448718846,-1.899386186,-1.394892492,-1.991395443,-0.919685977,-0.325281753,-0.28700171,-0.039701944,2.31144139,-1.249457539,0.781055314,1.350297515,0.013585449,0.338732462,1.239397661,-0.24470675,-0.785902943,1.218195423,1.075107094,0.512977236,0.476620455,0.791318609,-0.215741946,0.389877382,-0.03537922,-0.804235063,0.003125256,0.016388799,0.410848393,2.136206261,0
131432,79604,-0.221241901,0.857904518,1.476481591,0.557286835,0.633478678,-0.062024056,0.87478127,-0.442306937,0.172947836,0.41328466,-1.350495283,-1.211849034,-1.151550242,-0.024749197,1.480900239,0.077471047,-0.769524625,0.338735255,0.911800044,0.036082324,-0.313928105,-0.685832231,-0.07890862,-0.654182253,-0.650378867,-0.705971766,-0.429360729,-0.275752771,-0.00026787,-0.319505966,0
59518,48878,-2.36974235,0.54223325,1.215172455,1.044050389,-0.056446134,-0.506903309,0.799054851,-0.278078429,-0.685039617,0.459230495,0.598282107,0.586871722,1.108810956,0.07967998,2.038584183,-0.834853608,0.641873086,-1.263572546,1.651384633,-0.889918913,-0.644023175,-0.877038912,0.853411961,0.428889883,-0.148093542,0.237348417,-0.580099495,-0.400336188,0.089514151,0.135223052,0
111106,72097,1.179893631,0.218818935,0.087248835,0.951987644,0.079561364,-0.379054108,0.272357525,-0.205454104,-0.09553673,-0.074704897,-0.904117739,0.602980427,1.451421251,0.039165371,0.964515086,0.365182715,-0.851274132,-0.02134552,-0.089512882,0.092335442,-0.048418212,-0.202716264,-0.192204293,-0.426781045,0.671603428,-0.394953141,0.031015658,0.036694911,0.079655903,-3.641266015,0
178649,123722,2.071545886,-1.401745223,-2.067753026,-1.357178485,-0.702095386,-1.535588335,0.107281681,-0.739854241,-2.068997566,1.575196851,-0.750800024,-0.04161693,1.754845409,-0.21196394,-0.905274534,-1.351223962,0.729219338,-0.620950337,-0.026668564,-0.081714744,0.069295507,0.476871364,-0.15213575,0.124836472,0.377609386,0.092769948,-0.088446645,-0.048643191,0.207896138,0.610811995,0
140491,83756,1.294306261,-0.574811872,0.385451201,-0.798206452,-0.783557536,-0.252368544,-0.612218135,0.002990375,-1.147318654,0.735750829,1.750644287,0.478132162,0.634744624,-0.030191424,0.203400538,0.975083264,0.25891234,-1.373834225,0.426560988,0.138910582,0.254757953,0.62642269,-0.054367831,0.086427445,0.406417091,-0.182412719,0.015361904,-0.017712591,0.042910287,-1.721413999,0
257193,158052,0.151520588,1.005682823,-0.387509733,-0.523710304,0.835133979,-0.882449146,0.936251039,-0.071998422,0.045676128,-0.822166586,-0.776208125,-0.443405088,-0.653278572,-0.873627844,-0.168138968,0.339397054,0.416176426,-0.156207933,-0.251617306,-0.029437987,-0.347066932,-0.864300946,0.112951582,0.60222058,-0.444909763,0.10309444,0.221333058,0.074190369,0.004853504,-1.196741137,0
116770,74426,1.248008095,0.30051097,0.124935589,1.072207434,-0.12011672,-0.766920698,0.204065522,-0.206244829,0.035796192,0.012245429,-0.770327197,-0.051983758,-0.140494478,0.396385319,0.963331316,0.150511276,-0.551643763,-0.023071545,-0.229548426,-0.119289311,0.030099614,0.051638869,-0.15173289,0.037517512,0.723391418,-0.297705384,0.023248922,0.035445182,0.019707832,-4.113096935,0
194535,130640,-2.498781199,2.713955808,-0.124180908,2.41622987,-0.589027951,1.691043767,-1.7744324,2.556464444,-1.933285332,0.053307856,-1.281978901,1.001883269,1.353717872,0.98218427,-1.375449384,2.513458804,-1.000543326,1.126407268,-1.335474749,-0.671193537,0.461005119,0.34703536,0.162829882,-0.409159287,-0.630492116,-0.272689699,-0.948286183,-0.128036238,0.002153583,-6.294563571,0
29165,35352,-0.912251655,1.541360327,0.840672048,0.059367294,-0.345370968,-1.054972963,0.328457883,0.388352376,-0.33936999,-0.43187895,-0.403037639,-0.046380906,-0.094160231,-0.117511003,0.911523742,0.499126928,0.185056766,-0.076709887,-0.12099433,0.128181857,-0.266644302,-0.741496363,0.050826867,0.311011686,-0.089967887,0.083983923,0.226891107,0.08303197,0.002708757,-6.06632719,0
265494,161913,1.977511553,-0.551723409,-0.135503374,-1.218609536,-1.302359551,-1.695154776,-0.381924987,-0.323790929,1.902056287,-1.016618587,0.473023141,1.96168536,1.446656678,-0.263120988,0.952862344,-0.687199615,-0.072157485,-0.637019748,0.40882987,-0.109086759,-0.099524833,-0.007308353,0.443535673,0.967100732,-0.47577145,-0.588339372,0.038324914,-0.025890596,0.015589248,-3.892035425,0
243391,151921,-0.029128654,0.270790041,1.779469294,2.117144411,1.2899141,-0.130470568,-2.322533844,-0.553763043,-0.327335954,0.656954889,0.813980534,1.037123185,0.409552172,0.506067031,1.360606387,-0.495102555,0.190155946,0.487694936,2.462091904,0.05150666,0.533199134,-1.33419912,-3.11185526,-0.342323071,0.415492926,-0.341561147,0.329933634,0.263791029,0.048021164,-0.611022811,0
17053,28404,-1.051669256,1.159558841,1.261315345,1.419140662,0.909558696,-0.784435687,1.075818597,-0.094012961,-1.586747307,0.516901534,0.989907769,-0.048221392,-1.012583341,0.680762773,-1.037013616,0.623932307,-0.867340287,0.106599397,-1.14532251,-0.262057649,0.161726569,0.255618335,-0.180575128,0.529852159,0.038652728,-0.155877852,-0.254914687,0.189823161,0.0035121,3.348940065,0
22030,31997,1.299723848,-0.828094409,1.05468708,-0.664023979,-1.685613698,-0.567608583,-1.230099396,0.153920528,-0.449946272,0.806507038,1.329651653,-0.607043771,-1.201951584,0.026007586,0.541924892,1.679831038,-0.03805435,-0.271047128,0.435596598,0.022290126,0.440302876,1.100318142,-0.090945226,0.536016631,0.318647681,-0.094028974,0.011888412,0.007123809,0.024506389,2.512664278,0
205414,135741,1.89841032,0.132806955,-1.41122806,0.790263895,-0.297185499,-2.043377773,0.34155465,-0.461188807,0.516193176,-0.531439354,0.473361443,0.350220401,-0.149817601,-0.772122194,0.838978881,-0.004961084,0.807273277,0.274069662,-0.794512018,-0.163785463,0.262273453,0.861772139,0.056815809,0.854156083,0.119960934,-0.165759002,-0.010195914,-0.009483775,0.057146006,1.780396166,0
217276,140841,1.754982012,-1.086215017,-2.624755453,-0.215969997,0.02330114,-1.442476032,0.880436638,-0.679929068,-1.257162592,0.913188244,-0.577232561,0.084471079,0.344081751,0.68596692,-0.326230937,-2.416379812,0.32845287,0.442486563,-0.939252837,-0.123308235,0.07485585,0.285061851,-0.216991968,1.164530933,0.396551176,0.944491116,-0.15075234,-0.034849223,0.311848682,3.901406555,0
150831,94056,-1.39658877,1.967785382,-0.689426,-0.160422449,0.597611493,-0.767808998,0.618175139,-2.19790191,1.677460846,-0.48428541,0.523504646,-2.534071712,1.900348917,0.288095494,0.013036992,-0.112408556,1.358958971,0.886027873,-0.39348999,-0.532948561,1.721934014,0.403264209,-0.083749765,-0.22830644,-0.49254512,-0.244627624,-0.256572817,0.401104146,0.069585051,-3.463127559,0
56643,47526,-0.457860596,1.040178658,1.576894868,-0.030978719,0.036218898,-0.911562333,0.686856295,-0.098930641,-0.486828246,-0.328508086,-0.331915164,0.192649969,0.489868519,0.037681346,0.796053659,0.180794945,-0.407766458,-0.392032328,0.018953146,0.147463445,-0.216900264,-0.574062764,-0.014126665,0.360433174,-0.174073598,0.063945071,0.258178648,0.114985542,0.000345723,-0.299192982,0
250862,155110,-0.699348128,0.609778065,1.758924226,0.805769555,0.794036308,0.240313524,0.987348595,-0.233460381,-0.491084006,-0.350069732,-1.241993369,0.183544099,1.306451087,-0.426252176,0.661465408,-0.347159434,-0.511588789,0.225848754,0.785736378,0.410486819,0.029137673,0.273298637,-0.365073559,-0.631256581,0.722690484,-0.346405217,-0.09203724,-0.124854155,0.0864363,-1.096227293,0
278959,168557,0.179106948,1.030207609,-0.661866264,-0.680941157,1.230855566,-0.485404727,0.991819815,-0.094324319,-0.064963065,-0.843887755,-1.188156812,-0.139360782,0.46042571,-1.113614943,-0.229205675,0.490277484,0.12597525,-0.075457302,-0.001745996,0.052535631,-0.380504112,-0.916205359,0.049202583,-0.006129286,-0.306316528,0.16284049,0.23247755,0.09290071,0.00835118,1.553300476,0
51222,44851,1.147873726,-0.168182115,-0.015694962,0.036584957,-0.49715349,-1.006997239,0.15550143,-0.065820393,-0.022239774,0.082004651,1.207516417,-0.085791459,-2.05682835,1.020727957,0.378665632,0.396799041,-0.326885195,-0.268441906,0.560061016,-0.090896486,-0.383315171,-1.416767481,0.185786405,0.309776745,-0.021980709,0.601729155,-0.146366786,0.009186932,0.072871205,-1.549751191,0
74450,55593,0.195591245,0.50885019,1.762041012,1.124242485,-0.510541052,0.246595035,0.048569131,-0.201542625,0.487722458,0.238264332,-0.903850593,0.349169337,1.023248029,-0.77825803,0.700166485,-0.593633928,0.068620673,0.13251887,1.765653425,0.185462477,0.05774681,0.642000721,0.136014628,0.115838912,-1.524017356,0.311184014,0.011288162,0.028466363,0.026746488,-4.873647494,0
96343,65733,-0.245150052,0.482648614,1.002842686,-0.125794424,0.479960647,0.343004471,0.527071678,0.120674015,0.223988943,-0.707370159,-1.532297928,0.234355608,0.359466412,-0.376097127,-0.656752654,-0.389941549,-0.121437743,-0.627703465,-0.090493318,-0.086699954,0.048040016,0.40535319,-0.046218736,-0.719729143,-0.68938675,0.245407038,0.190338437,0.19215816,0.036129149,0.169409354,0
256956,157937,-0.917180231,-0.071133103,1.032093994,-0.617059246,0.715109138,-0.55911143,-0.10883737,0.051193004,0.402889253,-0.350238404,0.410761657,0.817160289,0.379912652,-0.029347292,-0.164337763,0.511009052,-1.210630573,0.989609676,-0.061787843,-0.232715177,0.366311776,1.189558401,-0.090012319,-0.304579817,-0.729638401,-0.379114743,-0.039333659,0.333824996,-0.001860585,-8.442651976,0
167435,118687,-0.158739869,0.986007163,-1.319230301,-1.186001581,2.199817167,-0.315996962,2.029309259,-0.377426726,-0.987725923,-0.710533616,-0.180854865,0.525180495,0.37212958,0.851577322,-1.146705211,-0.689706882,-0.877205985,0.552952925,0.742136009,-0.004175059,0.419357623,1.236851654,-0.599612418,-0.263203639,0.793139781,-0.253959666,0.092835523,0.135216255,0.059629524,2.123442699,0
190089,128688,-26.60674775,-24.71505851,-7.867382247,5.652288918,4.574848785,-2.507645565,-4.895344141,-7.35222842,3.423215739,3.484209103,2.136405918,2.012426474,1.962582877,-0.594256377,2.852629123,4.028588257,0.617940191,-4.379588857,1.870639065,-17.41579631,-1.154074441,-4.091231714,-18.22127397,0.397314535,-2.936979473,-0.338603278,5.010895629,-0.757215139,1.294451296,4.325907833,0
221303,142523,1.252344964,-2.587353601,-0.236596373,-0.594663927,-1.938072397,0.315382421,-1.105093507,0.0742437,0.205659237,0.612684983,0.652479662,0.585248967,1.388973357,-0.772288523,-0.073238559,1.986444394,-0.543300777,-0.065003543,0.458149332,0.961369479,0.720183855,1.2127039,-0.258598591,-0.338109624,-0.526507627,-0.137730092,-0.029582493,0.028133292,0.560288771,6.92803577,0
116081,74140,-1.149005608,1.537113432,0.445674241,-0.490317075,0.380928797,-0.057443378,0.533737396,0.223556825,0.303334439,0.827304639,0.350263425,-0.385244639,-0.886345663,-0.391139306,0.475967457,0.874268279,-0.6548983,0.803918357,0.565819095,0.504867839,-0.445183214,-0.924700304,-0.159513346,-0.949110061,0.040386884,0.106297634,0.098789419,-0.238413962,0.010701914,-1.248350292,0
76208,56457,1.282460123,0.214454432,0.013040736,0.321837206,-0.268778259,-1.21237985,0.374384288,-0.364003479,-0.148551293,-0.135667511,-0.118488482,0.687329727,0.917001597,0.230261734,0.766914879,-0.056769186,-0.286915429,-0.645919909,-0.000975057,0.008579486,-0.031412906,-0.095245413,-0.057980562,0.453289289,0.546118402,0.591153693,-0.089479226,0.002880609,0.034629236,0.989239567,0
194573,130662,-0.193457836,1.272799158,-0.943010347,-0.767632815,0.992034135,-0.226110875,0.585271824,0.441781497,-0.56786849,-0.931394291,0.526876124,1.037475592,0.968891269,-0.709226771,-1.043252916,0.76589394,0.054142713,0.377811314,0.240622212,0.00589064,-0.279641075,-0.779944009,0.073829224,0.012884891,-0.320613734,0.117659803,0.102053213,0.019740056,0.010841956,7.065389264,0
135488,81281,1.13909032,-0.028714009,1.425825909,1.403481479,-1.155353212,-0.396612594,-0.583275441,0.084228861,0.934527367,-0.179506409,-0.553332014,0.446900462,-0.289427933,-0.308186408,0.166722652,0.00452516,-0.112397747,-0.116431475,-0.31963095,-0.184703733,-0.072939405,0.069186707,0.03991975,0.71207785,0.369984717,-0.421452535,0.076649102,0.052851375,0.001220599,-1.795703124,0
273412,165587,-0.73501577,0.933611232,2.376113021,-0.123221639,-0.663510343,-0.86747808,0.409782656,0.070540282,0.27592504,-0.775309793,-0.075625666,-0.154928092,-0.9941808,0.227923383,1.407275785,-0.438376133,0.090332165,-0.002435513,0.313023485,0.068071232,-0.103531861,-0.17805605,-0.150234111,0.794600245,0.211438617,-0.670681604,0.341171876,0.149180634,0.001893707,-0.707351128,0
130120,79292,1.48001273,-1.263425819,0.022256003,-1.664794934,-1.12620092,0.177334044,-1.250995639,0.193347645,-1.715579448,1.636933892,0.310124995,-1.608336246,-1.759689607,0.310553102,0.424859031,-0.156537665,0.377950244,0.565660683,0.017557234,-0.443935334,-0.203398834,-0.336307947,-0.024993299,-0.895784042,0.322729648,-0.16179865,0.020982382,0.003698416,0.0310851,-0.93059863,0
154785,102968,-0.493181177,1.319335863,-0.939508543,-0.99211615,1.57463214,-1.207214292,1.576901919,-0.534729035,1.05939945,-0.449092423,0.078178999,-2.360752985,2.017421906,1.900685154,-0.84561095,-0.754662057,0.273978134,-0.200275356,-0.350475972,0.006437832,0.066645228,0.732458317,-0.088310871,0.587354785,-0.229949481,0.029261107,0.374411197,0.319471489,0.010440406,-7.925642419,0
39391,39819,-2.169973438,-1.048130732,1.922422622,-0.592972378,0.110500149,-1.335975661,-0.814507535,0.606285995,0.238023165,-1.304692076,-0.91124606,0.451506649,0.311841199,-0.088392238,0.041374313,0.670484253,-0.343501614,-0.091968795,-0.608178342,0.368218188,0.232667988,-0.048921635,-0.05562635,0.468958,-0.173942859,0.811818669,-0.10553538,-0.198343521,0.0542571,-2.358596705,0
74424,55580,-0.850903234,1.223031708,0.767560227,-0.62514592,0.733103416,0.61817277,0.428708407,0.333891633,-0.113944106,0.419744621,0.267623697,0.089832069,-0.230483935,0.225913239,0.582685209,0.476222998,-0.855810889,0.150258436,0.403724872,0.340941529,-0.302385732,-0.705832315,-0.155480017,-1.379405777,-0.032819511,0.178468448,0.489387001,0.2236584,0.003624427,-2.186493069,0
202475,134352,2.153020558,0.542709223,-3.580348681,0.523635198,1.535780841,-1.141064289,0.701794662,-0.322473058,0.327605108,-1.00315114,-0.908112457,-1.387234888,-1.619274437,-2.135094801,0.277297034,0.59542108,2.017304406,0.910833082,-0.061617758,-0.208138019,-0.14125393,-0.257530559,-0.104832346,-0.300991904,0.448496047,0.735819568,-0.111400925,-0.023031957,0.00190005,4.654539749,0
1,0,-1.362060073,-0.071387516,2.540076616,1.386960469,-0.324144889,0.478362659,0.243966315,0.100637044,0.352866891,0.080572039,-0.548316011,-0.599338578,-0.986773488,-0.295446723,1.467629349,-0.470694565,0.23078351,0.034644793,0.40250759,0.256354652,-0.016448575,0.28395932,-0.102503019,0.070568599,0.162102561,-0.179872432,0.123387916,-0.015790188,0.184936107,-3.856330897,0
83763,60021,1.245845437,-0.924891259,1.214853416,0.057920977,-1.330726981,0.603046289,-1.172438491,0.11142124,0.115357875,0.337885313,-1.693359216,0.993891026,2.267939285,-1.33641648,-0.795369503,-1.407349346,-0.08872179,1.17283523,-0.342715432,-0.259743555,-0.385279631,-0.362353589,-0.137559812,-0.378548285,0.346267719,0.593152091,0.066397222,0.045145592,0.066915758,-1.378029593,0
186392,127089,-0.920873949,0.08062292,1.170950063,-3.122364022,-0.806628719,-0.234338779,-0.539668464,0.490594537,-2.205863887,0.342389387,-1.537504981,-1.043316053,0.608285376,-0.473597056,-0.673438577,-0.090219197,0.281797818,0.203026023,-0.713469888,-0.297895027,-0.171251758,-0.159240554,-0.314561759,0.552310854,0.739018015,-0.134589554,0.156140189,0.067208837,0.00411028,3.3985815,0
67020,52333,1.122762985,0.045414045,1.451938742,1.397041051,-1.052668851,-0.363824048,-0.472238079,0.006020674,0.710821746,-0.222802618,-0.330052451,1.11632131,0.995500394,-0.533578816,0.053043974,-0.062784219,-0.189740904,-0.294333642,-0.340715124,-0.106500383,-0.010971704,0.16087346,0.01517927,0.737161782,0.429601408,-0.414976712,0.094164804,0.037559943,0.014315026,-2.523732887,0
283750,171848,-0.681711002,1.456719816,-0.347231501,-0.046627082,2.291708872,0.222828123,1.590036251,0.012638799,-1.214610282,-1.227727152,0.085733825,-0.079792166,-0.217839356,-0.965440583,-1.245764393,0.228065503,0.370293322,1.013796798,0.221941504,0.00671275,-0.042002526,-0.110696321,-0.740304184,-0.465281453,1.38686256,-0.35198903,0.006579535,0.053181472,0.020166407,6.361578048,0
42495,41131,1.172635727,-0.14543953,0.321592091,0.853852088,-0.101789517,0.763903853,-0.590038133,0.435787789,0.453136729,0.223377661,0.022040679,-0.732444533,-2.181719126,0.75585738,1.116526065,0.809453099,-0.850654202,0.913390531,-0.246181532,-0.237921946,0.125311351,0.19794934,-0.198508219,-1.211175994,0.474533956,-0.20289702,0.033139388,-0.011836539,0.025018276,2.879865043,0
